Rep,Constituency,State,Question,Requires Attention,Categories
Chow Kon Yeow,Batu Kawan,Pulau Pinang,"SOALAN TUAN CHOW KON YEOW [ BATU KAWAN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan senarai projek dan lokasi/kawasan yang diberi kelulusan menukar guna kawasan hutan simpan di setiap negeri dari tahun 2018 sehingga 2022.",Yes,Biodiversity
Chow Kon Yeow,Batu Kawan,Pulau Pinang,"SOALAN TUAN CHOW KON YEOW [ BATU KAWAN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan pendekatan yang telah dilaksanakan serta dirancang Kerajaan dalam menjamin bekalan air di Wilayah Ekonomi Koridor Utara (NCER) sehingga tahun 2050. Apakah maklum balas penubuhan Lembaga Lembangan Ulu Muda (UMBA) menerusi surat saya bertarikh 30 Mac 2021 kepada YAB Perdana Menteri ketika itu dan 24 Ogos 2022 kepada Ketua Setiausaha Negara.",Yes,Water
Chow Kon Yeow,Batu Kawan,Pulau Pinang,"SOALAN YB TUAN CHOW KON YEOW (BATU KAWAN) minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan adakah Kementerian akan memberi insentif kepada Kerajaan Negeri yang berhasrat untuk melaksanakan pengurusan sisa kepada tenaga. Jika ya, apakah pakejnya, jika tidak, jelaskan kenapa.",No,Waste;Energy Transition
Sim Tze Tzin,Bayan Baru,Pulau Pinang," minta Menteri Sumber Asli, Alam Sekitar dan  Perubahan Iklim menyatakan sama ada kementerian bercadang untuk menukar kaedah melaksanakan EIA kepada kaedah di mana pemaju membayar fi kepada Jabatan Alam Sekitar tetapi, pemilihan Syarikat EIA dan bayaran kepadanya dikendalikan oleh Jabatan Alam Sekitar.",No,Environment
Young Syefura Binti Othman,Bentong,Pahang,"Terima kasih. Bismillahi Rahmani Rahim.  Assalamualaikum warahmatullahi wabarakatuh. Tuan Yang di- Pertua, Menteri-menteri dan serta pegawai-pegawai yang hadir. Saya akan membawakan isu banjir di kawasan Parlimen Bentong. Tuan Yang di-Pertua, pada 12 Februari 2023 berlaku satu kejadian banjir kilat melanda di Bukit Tinggi. Banjir ini telah mengakibatkan kerosakan di Jalan Lama Kuala Lumpur-Bentong iaitu FT68 seksyen 43.4 yang baru sahaja siap dibaik pulih dan kini mengalami kerosakan yang lebih teruk lagi daripada kerosakan yang lama. Batu-batu besar turun dari arah atas bukit dan memenuhi serta menyebabkan jalan ini runtuh. Selain daripada itu, jalan by pass Bukit Tinggi- Janda Baik juga mengalami kerosakan yang begitu teruk. Aliran kepala air yang turun daripada anak sungai yang berdekatan dengan Jalan Lama Kuala Lumpur- Bentong ini telah menyebabkan pembukaan beberapa aliran sungai yang baharu yang telah menyebabkan kerosakan di kediaman dan juga premis perniagaan. Pada 18 Disember 2021, merupakan satu detik hitam buat penduduk di Parlimen Bentong apabila banjir besar melanda Bentong. Bantuan pula tidak disalurkan dengan begitu efektif sehingga masih ada penduduk kini menunggu bantuan yang dijanjikan. Perusahaan tidak layak menerima apa-apa bantuan sedangkan mereka turut terjejas. Begitu juga dengan peruntukan baik pulih infrastruktur pascabanjir. Masih ada tebing-tebing dan jalan-jalan runtuh yang tidak dibaiki. Apabila soalan ini diajukan kepada kementerian dan agensi yang bertanggungjawab, jawapan yang diberikan pastinya berkait dengan peruntukan dan keadaan kerosakan yang belum kritikal. Adakah kita perlu menunggu satu lagi bencana untuk berlaku supaya kerosakan ini diklasifikasikan sebagai kerosakan kritikal dan perlu dibaik pulih dengan segera? Banjir pada waktu itu dan pada 12 Februari 2023 mempunyai satu persamaan iaitu banjir lumpur. Ini menunjukkan bahawa komposisi tanah di atas  bukit sudah berubah keadaannya. Oleh sebab itu, Bentong memohon agar Kerajaan melakukan siasatan segera berkaitan dengan keadaan tanah di sekeliling kawasan ini. Kerja-kerja pembinaan di cerun-cerun yang baru dijalankan perlu dihentikan dan dinilai semula agar kesannya nanti tidak ditanggung oleh penduduk setempat. Selain daripada itu, baik pulih infrastruktur pascabanjir, projek tebatan banjir dan projek mendalamkan sungai di Bentong perlu dijalankan dengan segera. Bahkan sistem saliran di sekitar Parlimen Bentong juga perlu dinaik taraf. Ini kerana, sistem saliran yang diguna pakai di sekitar parlimen Bentong ini sudah uzur dan lama yang tidak mampu lagi menampung kapasiti penduduk yang semakin ramai. Ia juga perlu diselenggara dengan kerap. Oleh sebab itu, apakah perancangan dan peranan Kerajaan Pusat mengenai hal ini? Bolehkah Kerajaan Pusat meluluskan peruntukan untuk kerja- kerja ini dilaksanakan? Justeru, Bentong memohon penjelasan daripada pihak Yang Berhormat Menteri berkaitan dengan perkara ini. Sekian, terima kasih.",No,Flood
Young Syefura Binti Othman,Bentong,Pahang,"Tuan Yang di-Pertua, umum mengetahui bahawa Parlimen Bentong adalah kawasan hot spot bencana alam. Kejadian tanah runtuh dan banjir kerap kali berlaku terutamanya apabila hujan turun dengan lebat. Kawasan seperti Bukit Tinggi, Janda Baik dan kawasan- kawasan di DUN Pelangai seperti FELDA Kemahal, Agro Chemomoi, Kampung Jawi-Jawi dan Simpang Pelangai adalah kawasan yang selalu ditimpa bencana banjir dan tanah runtuh. Selain itu, susur keluar Bukit Tinggi di Lebuh Raya Karak-Gombak juga merupakan kawasan hot spot kemalangan. Sejak Disember 2022, beberapa kemalangan maut telah berlaku di lokasi tersebut. Apabila berlakunya kemalangan dan bencana alam, pasukan Bomba dan Penyelamat adalah pasukan respons yang bertanggungjawab untuk menjalankan misi menyelamat mangsa. Namun, jika di kawasan Bukit Tinggi dan Janda Baik, Balai Bomba dan Penyelamat yang terdekat terletak di bandar Bentong dan Genting Highlands, yang kedua-duanya mengambil masa lebih kurang 30 minit untuk sampai ke lokasi. Manakala, untuk di kawasan sekitar DUN Pelangai pula, pasukan Bomba dan Penyelamat yang menjadi pasukan respons adalah daripada Balai Bomba dan Penyelamat Karak yang terletak sejauh 43 kilometer dan mengambil masa hampir sejam untuk tiba di lokasi kejadian.  Oleh itu, Bentong merasakan adalah satu keperluan yang penting untuk kawasan Bukit Tinggi dan Simpang Pelangai mempunyai satu Balai Bomba dan Penyelamat gred ‘D’ di kawasan-kawasan tersebut. Kewujudan Balai Bomba dan Penyelamat gred ‘D’ di kawasan ini akan membolehkan bantuan menyelamat dapat diberikan dengan kadar yang segera. Permohonan untuk membina sebuah Balai Bomba dan Penyelamat di Bukit Tinggi pernah dibawa ke perhatian kementerian sebelum ini. Selain daripada pembinaan dua Balai Bomba dan Penyelamat gred ‘D’ ini, Bentong juga ingin memohon pihak kementerian agar menaik taraf dan menggantikan kelengkapan-kelengkapan menyelamat yang ada di Balai Bomba dan Penyelamat Bentong dan Karak terutamanya jaket keselamatan dan juga bot menyelamat yang sebenarnya sangat penting dalam misi untuk menyelamatkan mangsa banjir. Kelengkapan yang ada di kedua-dua Balai Bomba dan Penyelamat sudah lama dan difahamkan jaket keselamatan juga sudah mencapai tarikh luput untuk kegunaannya.Operasi menyelamat pihak Bomba dan Penyelamat bergantung kepada keberkesanan kelengkapan ini dan jika ia sudah tidak boleh digunakan, sudah tentu operasi menyelamat tidak dapat dijalankan.  Oleh itu Bentong mohon respons dan tindakan daripada pihak kementerian. Sekian, terima kasih.",No,Food Security;Flood
Young Syefura Binti Othman,Bentong,Pahang,"SOALAN PUAN YOUNG SYEFURA BINTI OTHMAN [ BENTONG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status dan perancangan untuk projek tebatan banjir di kawasan Bentong terutamanya di kawasan Pelangai, Telemong dan Bandar Bentong yang kerap terjadi banjir kilat.",Yes,Development;Flood
Young Syefura Binti Othman,Bentong,Pahang,"SOALAN YB PUAN YOUNG SYEFURA BINTI OTHMAN [ BENTONG ] minta MENTERI PELANCONGAN, SENI DAN BUDAYA menyatakan perancangan Kementerian untuk memperkasakan industri pelancongan negara pasca COVID-19 serta perancangan Kementerian untuk menghadapi masalah climate change yang menjejaskan industri pelancongan negara",No,Climate Change
Young Syefura Binti Othman,Bentong,Pahang,"SOALAN PUAN YOUNG SYEFURA BINTI OTHMAN [ BENTONG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan perancangan Kementerian untuk menghadapi climate change yang kini sudah mula ketara sehingga menyebabkan terjadinya bencana-bencana besar kepada negara.",No,Climate Change
Ngeh Koo Ham,Beruas,Perak,SOALAN DATO' NGEH KOO HAM [BERUAS] minta MENTERI KEWANGAN menyatakan sama ada Kerajaan bercadang mengenakan cukai atau memberi insentif karbon untuk menggalakan penggunaan tenaga hijau yang lebih mesra alam sekitar.,Yes,Climate Change;Energy Transition
Ngeh Koo Ham,Beruas,Perak,"SOALAN DATO' NGEH KOO HAM [ BERUAS ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN menyatakan sama ada Kerajaan bercadang meminda seksyen-seksyen 50 (2), 51, 52 Akta Perikanan 1985 yang menindas nelayan-nelayan.",No,Fishing
Fong Kui Lun,Bukit Bintang,Kuala Lumpur,SOALAN TUAN FONG KUI LUN [ BUKIT BINTANG ] minta PERDANA MENTERI menyatakan sama ada Kerajaan akan menyemak semula kelulusan perancang bagi pembinaan bangunan bertingkat tinggi yang menjejaskan alam sekitar yang tidak selaras dengan kehendak Pelan Struktur Kuala Lumpur.,No,Development
Fong Kui Lun,Bukit Bintang,Kuala Lumpur,"SOALAN TUAN FONG KUI LUN [BUKIT BINTANG] minta PERDANA MENTERI menyatakan tindakan mengatasi banjir kilat yang sering melanda kawasan Tiong Nam, Masjid Jamek, Jalan Sultan Abdul Samad dan lain- lain di Kuala Lumpur saban tahun agar tidak berulang lagi.",No,Flood
Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,Bukit Gantang,Perak,"SOALANDATO' SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL [BUKITGANTANG] minta MENTERI KERJA RAYA menyatakan perancanganbagi kemudahan lampu jalan solar di laluan FT061 Jalan Batu Hampar –Changkat Jering, FT060 Jalan Batu Hampar – Changkat Jering, FT0074Jalan Kuala Sepetang – Taiping, FT0001 Jalan Ipoh – Butterworth danFT3146 Jalan Industri ke Kamunting dalam Parlimen Bukit Gantang. Inikerana laluan ini gelap, selekoh merbahaya dan juga ancaman lembu dankerbau yang melintas di waktu malam.",No,Energy Transition;Development
Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,Bukit Gantang,Perak,"SOALAN DATO' SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL [ BUKIT GANTANG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status kemajuan projek pembinaan pam air bagi mengatasi masalah banjir di Kuala Sepetang dan status permohonan kelulusan RM70 juta bagi Rancangan Tebatan Banjir Sungai Larut Fasa 2, Parlimen Bukit Gantang yang terletak dalam Daerah Larut Matang dan Selama.",No,Development;Flood
Wan Hassan Bin Mohd Ramli,Dungun,Terengganu,"SOALANTUAN HAJI WAN HASSAN BIN MOHD RAMLI [DUNGUN] mintaMENTERI KERJA RAYA menyatakan adakah peruntukan segeraterhadap kerosakan Jalan Raya Persekutuan selepas musim tengkujuhyang mana terdapat beberapa kerosakan seperti kepudaran jalur putih,kekurangan lampu jalan/ rosak di jalan T122 Jalan Jerangau - JaborPenghantar, T14 Jalan Jabor - Al-Muktafi Billah Shah dan T122 JalanBukit Besi - Dungun dan sebagainya yang membahayakan penggunajalan raya terutama pada malam hari.",Yes,Climate Disaster;Development
Wan Hassan Bin Mohd Ramli,Dungun,Terengganu,"SOALAN TUAN HAJI WAN HASSAN BIN MOHD RAMLI [ DUNGUN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan: a) perkembangan terkini projek pemecah ombak di muara sungai Dungun, adakah ianya sudah bermula dan berapakah peratusan hasil projek sudah dijalankan; dan b) jelaskan tentang kedalaman yang dikorek muara Sungai Dungun bagi mengelakkan tersangkutnya bot-bot nelayan semasa paras air menurun.",No,Fishing;Ocean
Amirudin Bin Shari,Gombak,Selangor,"SOALAN DATO' SERI AMIRUDIN BIN SHARI [ GOMBAK ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:a) peruntukan baharu projek mitigasi banjir khususnya di negeri Selangor; dan b) status permohonan Kerajaan bagi Dana Program Ketersediaan (Readiness Programme, Green Climate Fund) bagi tujuan mengadaptasi kepada cabaran perubahan iklim.",No,Climate Change;Flood
Tan Kar Hing,Gopeng,Perak,"Terima kasih kepada Tuan Yang di- Pertua,  Yang Berhormat Menteri dan juga Ahli-ahli Yang Berhormat yang hadi pada Kamar Khas hari ini. Dengan izin, saya ingin membacakan untuk sesi Kamar Khas hari ini. Saya ingin menarik perhatian pihak kementerian tentang isu kesesakan dan isu banjir yang sedang berlaku di Jalan-jalan Persekutuan kawasan Parlimen Gopeng berikutan peningkatan populasi dan bilangan kenderaan. Persoalan saya adalah, apakah perancangan kementerian untuk menaik taraf jalan-jalan persekutuan dalam kawasan Parlimen Gopeng bagi mengatasi masalah kesesakan lalu lintas dan meningkatkan tahap keselamatan yang merangkumi Bahagian 'A’; (i) Jalan Sultan Nazrin Shah ataupun dikenali sebagai Jalan Gopeng; (ii) Persimpangan Tol Keluar PLUS Simpang Pulai ke kedai lama Kampung Kepayang; dan (iii) Persimpangan di RTC Gopeng hingga Pekan Gopeng. Bahagian ‘B’: (i) Jalan Simpang Pulai Lahat; dan (ii) Persimpangan Balai Polis Simpang Pulai hingga ke Station 18. Selain itu, saya juga memohon pihak kementerian untuk menyatakan perancangan kementerian bagi menyelesaikan masalah banjir kilat di Jalan Sultan Nazrin Shah atau Jalan Gopeng iaitu Laluan Persekutuan FT001, dari persimpangan Taman Song Choon sehingga persimpangan Jalan Simpang Pulai -Cameron Highlands.  Hal ini kerana saya telah pun dimaklumkan bahawa pihak JKR negeri telah yang memohon peruntukan kepada Kerajaan Persekutuan bagi menaik taraf pipe culvert denga 1.8 meter diameter dengan anggaran kos sebanyak RM2,160,000 dan kerja-kerja akan dilaksanakan setelah peruntukan diterima. Justeru, saya ingin bertanya adakah peruntukan khas ini akan disalurkan dalam kadar segera bagi mengatasi masalah tersebut? Jika ya, sila kemukakan tempoh perlaksanaannya. Di samping itu, permohonan JKR Negeri Perak kepada Persekutuan pada tahun 2023 adalah sebanyak RM510,907,881.81, namun kelulusan diterima oleh JKR Perak hanya sebanyak RM81,331,072.40. Oleh sebab itu, saya memohon pihak kementerian untuk menjelaskan sebab-sebab mengapa kadar kelulusan permohonan JKR Perak berangka rendah. Sekian, terima kasih.",No,Transportation;Flood
Tan Kar Hing,Gopeng,Perak,"SOALAN TUAN TAN KAR HING [ GOPENG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sama ada Kerajaan berhasrat meminda Akta Perhutanan untuk wujudkan mekanisme semak imbang dalam proses pemberian lesen pembalakan dengan mewujudkan jawatankuasa pemantauan yang merangkumi wakil- wakil dari masyarakat Orang Asli dan NGO alam sekitar.",Yes,Transportation
Mohd Sany Bin Hamzan,Hulu Langat,Selangor,"SOALAN TUAN MOHD SANY BIN HAMZAN [ HULU LANGAT ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan tahap tindakan di peringkat persekutuan untuk mengatasi banjir yang sering berlaku di kawasan Hulu Langat setiap tahun.",Yes,Climate Change;Flood
Mohd Sany Bin Hamzan,Hulu Langat,Selangor,minta Menteri Pengangkutan  menyatakan apakah usaha-usaha kerajaan bagi menguruskan pelupusan kenderaan buruk dan ELV (end life vehicle) di samping menjaga kelestarian alam sekitar.,No,Transportation
Mohd Hasnizan Bin Harun,Hulu Selangor,Selangor,SOALAN TUAN HAJI MOHD HASNIZAN BIN HARUN [ HULU SELANGOR ] minta MENTERI PENGANGKUTAN menyatakan usaha Kementerian untuk menaiktaraf kecekapan pengangkutan awam seperti komuter di pinggir bandar bagi mengurangkan kesesakan jalan raya di pusat bandar.,No,Transportation
Mohd Hasnizan Bin Harun,Hulu Selangor,Selangor,SOALAN : Minta PERDANA MENTERI menyatakan bentuk bantuan kepada rakyat Kelantan dan Terengganu yang terjejas akibat banjir yang telah dilaksanakan oleh JPP sebagai agensi Persekutuan yang diperuntukkan sebanyak RM50 juta.,No,Flood
Zulkifli Bin Ismail,Jasin,Melaka,"SOALAN TUAN ZULKIFLI BIN ISMAIL [ JASIN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah langkah baharu untuk menurunkan peratusan kadar air tidak terhasil (NRW) bagi memastikan pengguna dapat manfaat secara total tanpa sebarang kenaikan tarif yang membebankan pada masa akan datang.",No,Water
Jalaluddin Bin Alias,Jelebu,Negeri Sembilan,SOALANDATUK SERI JALALUDDIN BIN ALIAS [JELEBU] minta MENTERIKERJA RAYA menyatakan apakah status pembaikan jalan raya dancerun-cerun di beberapa buah negeri yang mengalami kerosakan terukakibat bencana banjir besar pada Disember 2021.,No,Development;Flood
Zahari Bin Kechik,Jeli,Kelantan,"SOALAN TUAN ZAHARI BIN KECHIK [ JELI ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah langkah-langkah proaktif yang telah dan akan diambil untuk mengurangkan risiko banjir, yang sering dihadapi di negeri Kelantan terutamanya di jajahan Jeli, Rantau Panjang, Pasir Mas dan Tumpat.",No,Flood
Sanisvara Netrayer A/L Rajaji,Jelutong,Pulau Pinang,"SOALAN TUAN SANISVARA NETHAJI RAYER AL RAJAJI [ JELUTONG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan bilakah projek tebatan banjir Sungai Pinang di Jelutong yang tertangguh sekian lama dijangka mula dilaksanakan.",Yes,Flood
Shamshulkahar Bin Mohd Deli,Jempol,Negeri Sembilan,"SOALAN DATO' HAJI SHAMSHULKAHAR BIN MOHD DELI [ JEMPOL ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah terdapat rancangan Kementerian bagi menubuhkan suatu tabung khas sebagaimana model Tabung Amanah MARRIS yang dikhususkan untuk kos penyelenggaraan sungai dan saliran secara berkala bagi mengatasi isu kekerapan banjir.",No,Water
Shamshulkahar Bin Mohd Deli,Jempol,Negeri Sembilan,SOALAN DATO' HAJI SHAMSHULKAHAR BIN MOHD DELI [JEMPOL] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan perincian peruntukan penyelenggaraan dan penambahan pili bomba di kawasan penempatan Tanah Rancangan FELDA dan apakah usaha Kementerian dalam mengurangkan risiko bencana kebakaran di kawasan FELDA.,No,Development
Shamshulkahar Bin Mohd Deli,Jempol,Negeri Sembilan,SOALAN YB DATO' HAJI SHAMSHULKAHAR BIN MOHD DELI [ JEMPOL ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan apakah faktor kekerapan banjir kilat di beberapa kawasan di Negeri Sembilan dan apakah respon serta langkah Kementerian dalam mengatasi masalah banjir kilat tersebut.,No,Flood
Sabri Bin Azit,Jerai,Kedah,"SOALAN TUAN SABRI BIN AZIT [ JERAI ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status projek tebatan banjir di Sungai Tok Rama dalam Parlimen Jerai.",Yes,Flood
